Longitude	Latitude	Elevation	Distance	CostPerKm	ElevCost	TurnCost	NodeCost	InitialCost	WayTags	NodeTags	Time	Energy
-72290157	41985241	181	50	3000	0	0	0	0	reversedirection=yes highway=construction surface=asphalt		55260	2625549
-72290054	41984697	182	62	5000	0	2	0	0	reversedirection=yes highway=residential surface=asphalt		55305	2626280
-72289713	41984595	183	40	30500	0	254	0	0	highway=secondary		55335	2627083
-72274503	41977079	251	1626	5000	404	331	0	0	reversedirection=yes highway=residential surface=asphalt		56694	2698942
-72257931	41970170	234	1701	1000	0	355	0	0	reversedirection=yes highway=residential surface=compacted		56910	2737804
-72240524	41976034	263	1705	1000	80	64	0	0	reversedirection=yes highway=track surface=unpaved		57237	2796584
-72239721	41983764	253	974	1000	57	147	0	0	highway=residential surface=compacted		57383	2822656
-72238586	41984668	254	147	5000	0	111	0	0	highway=residential surface=asphalt		57496	2826263
-72223944	41995182	311	1733	1000	146	363	0	0	highway=residential surface=unpaved		57890	2897121
-72215232	41998566	295	839	1000	27	106	0	0	reversedirection=yes highway=residential surface=compacted	highway=turning_circle	58011	2918892
-72199507	41999187	318	1616	5000	108	297	0	0	reversedirection=yes highway=residential surface=asphalt		59218	2955339
-72178670	42008173	312	2120	1000	112	72	0	0	reversedirection=yes highway=track		59557	3016403
-72165778	42008601	309	1210	1000	14	13	0	0	highway=track surface=unpaved		59735	3048374
-72165724	42008840	310	27	1000	0	34	0	0	highway=track		59739	3049111
-72161264	42015928	312	902	1000	0	32	0	0	reversedirection=yes highway=track		59867	3072280
-72149042	42026473	229	1860	1000	95	217	0	0	highway=track		60048	3104603
-72145319	42024957	226	392	5000	0	403	0	0	reversedirection=yes highway=residential		60311	3104933
-72141873	42023918	219	388	30500	0	278	0	0	highway=secondary		60574	3104933
-72138233	42027459	216	509	5000	0	319	0	0	reversedirection=yes highway=residential surface=asphalt		60929	3106064
-72125917	42029849	228	1181	5000	31	168	0	0	highway=residential surface=asphalt		61808	3127893
-72124640	42030498	237	133	1000	0	25	0	0	highway=residential surface=unpaved		61831	3131967
-72123953	42030735	237	63	1000	0	0	0	0	reversedirection=yes highway=track		61840	3133539
-72123782	42030707	237	15	1000	0	9	0	0	highway=track surface=unpaved		61842	3133943
-72116055	42011185	226	2379	1000	238	32	0	0	reversedirection=yes highway=track mtb:scale=2 smoothness=very_horrible		62263	3208585
-72115858	42009456	224	197	1000	0	1	0	0	reversedirection=yes highway=track mtb:scale=2		62281	3211727
-72115509	42009227	225	39	1000	0	5	0	0	reversedirection=yes highway=track		62287	3212748
