Longitude	Latitude	Elevation	Distance	CostPerKm	ElevCost	TurnCost	NodeCost	InitialCost	WayTags	NodeTags	Time	Energy
-72954155	41424820	185	15	1000	0	5	0	0	reversedirection=yes highway=track		7199	592290
-72974787	41426162	169	2022	5000	79	791	0	0	reversedirection=yes highway=residential surface=asphalt		8637	621267
-72976374	41428675	161	313	30500	0	210	0	0	highway=primary		8841	621267
-72977091	41428497	165	64	5000	0	288	0	0	highway=residential surface=asphalt oneway=yes		8887	621753
-72994908	41428077	191	1704	5000	306	418	0	0	reversedirection=yes highway=residential surface=asphalt		10207	674922
-72994828	41428319	192	28	30500	0	268	0	0	highway=primary surface=asphalt lanes=2		10231	676230
-73005369	41430750	209	937	5000	174	271	0	0	highway=residential surface=asphalt		10964	702025
-73005229	41431207	209	53	5000	0	228	0	0	highway=residential		11002	702279
-73025220	41434593	194	1773	5000	21	224	0	0	highway=residential surface=asphalt		12275	723976
-73039026	41438729	79	1466	5000	501	99	0	0	reversedirection=yes highway=residential surface=asphalt		13304	724849
-73039024	41438827	78	11	5500	0	93	0	0	reversedirection=yes highway=tertiary		13311	724849
-73059526	41437560	42	1871	5500	2	324	0	0	reversedirection=yes highway=tertiary surface=asphalt lanes=2	highway=crossing crossing=unknown	14557	727903
-73059592	41437575	42	6	5500	0	0	0	0	reversedirection=yes highway=tertiary surface=asphalt lanes=2		14560	727903
-73059772	41437569	41	16	5500	0	14	0	0	highway=tertiary		14570	727903
-73059786	41437669	41	12	25500	0	235	0	0	reversedirection=yes highway=tertiary oneway=yes	highway=crossing crossing=unknown	14578	727903
-73059852	41437681	40	6	31000	0	6	0	0	reversedirection=yes highway=footway footway=crossing		14582	727903
-73062251	41442369	42	569	1300	0	225	0	0	reversedirection=yes highway=cycleway surface=asphalt foot=designated bicycle=designated route_bicycle_rcn=yes		14661	742225
-73062308	41442415	42	7	31000	0	3	0	0	reversedirection=yes highway=footway footway=crossing	highway=crossing crossing=unknown	14666	742225
-73063310	41441954	44	117	5500	0	489	0	0	reversedirection=yes highway=tertiary surface=asphalt	highway=crossing crossing=unknown	14750	743195
-73064475	41442381	54	147	5500	0	62	0	0	reversedirection=yes highway=tertiary surface=asphalt		14866	747707
-73067867	41443837	52	331	5000	27	221	0	0	reversedirection=yes highway=residential surface=asphalt		15118	755155
-73069316	41446451	52	359	5000	0	22	0	0	reversedirection=yes highway=residential		15371	757718
-73062025	41455998	58	1274	1000	17	10	0	0	reversedirection=yes highway=track tracktype=grade1 surface=gravel		15585	796381
-73061838	41456436	60	54	2000	0	30	0	0	reversedirection=yes highway=service tracktype=grade1		15594	797826
-73066512	41459651	123	550	2000	359	70	0	0	reversedirection=yes highway=service surface=asphalt		15853	844549
-73066783	41459763	123	26	1000	0	6	0	0	reversedirection=yes highway=track	barrier=gate	15859	845557
-73084622	41473135	224	3287	1000	864	154	0	0	reversedirection=yes highway=track		16729	1002196
-73081235	41476097	199	787	1200	0	5	0	0	highway=path		16804	1015745
-73080808	41476670	196	84	1200	0	7	0	0	highway=path surface=unpaved	ford=yes	16811	1016997
-73078158	41484938	222	1242	1200	51	36	0	0	highway=path surface=unpaved		17054	1060684
-73079827	41486617	215	286	1000	0	168	0	0	highway=service surface=unpaved	barrier=gate	17084	1066073
-73079854	41486706	214	11	1000	0	1	0	0	highway=service surface=unpaved		17085	1066261
-73089396	41488814	231	885	5500	6	251	0	0	highway=tertiary surface=asphalt lanes=2		17750	1083637
-73089723	41488899	233	29	1000	0	31	0	0	highway=track	barrier=swing_gate	17757	1085046
-73102874	41492679	137	2497	1000	656	178	0	0	highway=track		18094	1140778
-73103278	41494093	146	193	1200	1	8	0	0	reversedirection=yes highway=path		18133	1147865
-73103444	41494547	152	62	2000	0	42	0	0	reversedirection=yes highway=service		18146	1150143
-73101829	41496865	142	326	5500	0	331	0	0	reversedirection=yes highway=tertiary		18365	1151840
-73102805	41498471	167	198	5000	137	101	0	0	highway=residential		18559	1168868
-73117352	41475036	203	3062	1200	224	19	0	0	highway=path surface=unpaved foot=yes bicycle=yes route_bicycle_lcn=yes		19176	1279952
-73199377	41471489	118	8721	1200	3	23	0	0	reversedirection=yes highway=path surface=unpaved foot=yes bicycle=yes route_bicycle_lcn=yes		20294	1481222
-73199263	41471326	118	21	5000	0	360	0	0	highway=residential route_bicycle_lcn=yes		20307	1481222
-73206958	41472338	122	695	1200	0	13	0	0	reversedirection=yes highway=path surface=unpaved foot=yes bicycle=yes route_bicycle_lcn=yes		20410	1499825
-73207063	41472519	119	22	5500	0	148	0	0	reversedirection=yes highway=tertiary surface=asphalt lanes=2		20424	1499825
-73207735	41472648	120	66	5000	0	260	0	0	highway=unclassified oneway=yes		20466	1499825
-73212243	41474145	119	421	5000	0	13	0	0	highway=unclassified		20761	1502083
-73213391	41473467	128	132	5000	0	34	0	0	highway=unclassified oneway=yes		20866	1506321
-73217300	41474544	95	590	5000	53	422	0	0	highway=unclassified		21284	1508866
-73218110	41476064	82	216	5000	17	24	0	0	reversedirection=yes highway=unclassified	highway=crossing crossing=unknown	21424	1508866
-73218261	41476167	81	18	5000	5	0	100	0	reversedirection=yes highway=unclassified	highway=traffic_signals traffic_signals:direction=both	21435	1508866
-73223481	41471148	65	718	5500	0	270	0	0	highway=tertiary	highway=crossing crossing=unknown	21899	1509190
-73223593	41471040	65	16	5500	0	0	100	0	highway=tertiary	highway=traffic_signals traffic_signals:direction=both	21910	1509269
-73223672	41470965	64	11	5500	0	0	0	0	highway=tertiary	highway=crossing crossing=unknown	21918	1509304
-73227672	41468113	57	468	5500	0	0	0	0	highway=tertiary		22238	1509788
-73227769	41468177	56	11	5000	0	258	0	0	highway=residential	highway=crossing crossing=unknown	22245	1509788
-73229511	41469072	55	182	5000	0	2	0	0	highway=residential		22368	1510169
-73230154	41469260	55	58	5000	0	0	0	0	highway=residential surface=asphalt lanes=2		22409	1510579
-73233678	41467190	61	443	5000	0	50	0	0	highway=residential		22743	1519620
-73243223	41467538	57	948	1000	0	78	0	0	highway=residential surface=unpaved		22864	1541361
-73251067	41470349	50	780	5000	2	62	0	0	highway=residential		23439	1553910
-73251530	41471010	51	84	30500	0	215	0	0	highway=secondary surface=asphalt lanes=2		23490	1553910
-73251966	41471018	49	38	5500	0	192	0	0	reversedirection=yes highway=tertiary	highway=crossing crossing=unknown	23514	1553910
-73276952	41477853	213	2700	5500	1268	374	0	0	reversedirection=yes highway=tertiary		25932	1719488
-73278684	41487862	182	1129	1000	8	250	0	0	reversedirection=yes highway=residential surface=unpaved		26059	1742381
-73282183	41497232	212	1127	5500	234	306	0	0	reversedirection=yes highway=tertiary surface=asphalt		26948	1779040
-73281535	41497231	208	56	5000	0	437	0	0	highway=residential surface=asphalt		26984	1779040
-73283033	41506485	230	1051	5000	0	252	0	0	reversedirection=yes highway=unclassified surface=paved		27773	1801032
-73301091	41527484	152	3112	1000	165	315	0	0	reversedirection=yes highway=residential surface=unpaved		28133	1863647
-73306906	41528766	116	521	5000	105	25	0	0	reversedirection=yes highway=residential surface=asphalt		28469	1863647
-73305961	41530881	115	269	5000	0	380	0	0	highway=residential		28647	1864443
-73306119	41530652	116	29	5000	0	471	0	0	reversedirection=yes highway=residential surface=asphalt		28669	1865123
-73309871	41529752	99	421	1000	0	111	0	0	reversedirection=yes highway=residential surface=unpaved		28721	1874465
-73317417	41536743	129	1029	5000	96	85	0	0	reversedirection=yes highway=residential surface=asphalt		29517	1903887
-73328459	41549647	95	1829	1000	0	151	0	0	reversedirection=yes highway=residential surface=unpaved		29735	1943156
-73316693	41552046	190	1145	5000	669	473	0	0	highway=residential maxspeed=50		30826	2031209
-73318994	41560154	198	943	5000	111	381	0	0	highway=residential surface=asphalt		31535	2054896
-73318226	41567763	153	955	1000	50	156	0	0	highway=residential surface=compacted		31618	2069940
-73322248	41567713	138	358	36600	0	222	0	0	reversedirection=yes highway=secondary maxspeed=60		31846	2070292
-73322213	41567797	139	10	1000	0	309	0	0	highway=residential surface=unpaved	highway=stop direction=backward	31847	2070460
-73318861	41571383	161	501	1000	47	26	0	0	highway=residential surface=unpaved		31967	2092127
-73339263	41589685	112	3013	1000	146	702	0	0	reversedirection=yes highway=residential surface=compacted lanes=1		32402	2170405
-73339642	41589665	110	32	1000	0	0	0	0	reversedirection=yes highway=residential surface=wood		32405	2170899
-73344772	41589635	119	436	1000	0	10	0	0	reversedirection=yes highway=residential surface=compacted		32472	2183078
-73347559	41597682	130	971	1000	0	204	0	0	highway=residential surface=compacted		32646	2214275
-73370903	41593345	267	2243	1000	883	1099	0	0	reversedirection=yes highway=residential surface=compacted		33410	2351836
-73372465	41592092	268	198	5000	0	301	0	0	highway=residential surface=asphalt		33561	2356296
-73389469	41585325	212	1686	5000	29	337	0	0	reversedirection=yes highway=residential		34712	2365043
-73402371	41582892	106	1654	5500	369	432	0	0	reversedirection=yes highway=tertiary		35817	2365712
-73407770	41581184	87	519	5500	111	53	0	0	highway=tertiary		36166	2368550
-73407734	41581161	87	4	2000	0	366	0	0	reversedirection=yes highway=service		36167	2368671
-73407770	41581184	87	6	2000	0	27	0	0	highway=service		36167	2368780
-73408805	41581005	92	89	5500	0	100	100	0	highway=tertiary	highway=traffic_signals traffic_signals:direction=both	36235	2370626
-73412318	41580429	93	307	5500	0	0	0	0	highway=tertiary		36459	2374390
-73415341	41580254	78	265	5500	0	24	0	0	reversedirection=yes highway=tertiary		36631	2374390
-73415456	41580334	79	14	5500	0	4	0	0	highway=tertiary route_bicycle_ncn=yes		36640	2374390
-73418221	41592338	86	1438	5000	0	29	0	0	highway=residential		37680	2391572
-73426312	41592853	75	704	5000	92	399	0	0	reversedirection=yes highway=residential		38194	2405742
-73430540	41610789	116	2144	5000	232	414	0	0	reversedirection=yes highway=residential surface=asphalt		39831	2464311
-73433090	41610972	118	226	5000	11	223	0	0	highway=residential surface=asphalt		40005	2470073
-73449913	41614798	88	1880	1000	380	463	0	0	highway=residential surface=compacted	railway=level_crossing	40326	2527503
-73450383	41614780	86	44	1000	7	87	0	0	highway=residential surface=compacted		40329	2528009
-73477768	41644821	89	4332	1000	6	238	0	0	reversedirection=yes highway=residential surface=compacted route_bicycle_ncn=yes		40939	2637789
-73478766	41645502	82	117	5000	0	7	0	0	reversedirection=yes highway=residential surface=asphalt route_bicycle_ncn=yes		41015	2637911
-73476133	41646784	103	279	5000	74	483	0	0	reversedirection=yes highway=residential route_bicycle_ncn=yes	railway=level_crossing	41246	2650281
-73476040	41646818	104	9	5000	6	4	0	0	reversedirection=yes highway=residential route_bicycle_ncn=yes		41255	2650929
-73471550	41659362	107	1554	5000	30	246	0	0	reversedirection=yes highway=residential surface=asphalt route_bicycle_ncn=yes		42390	2674360
-73471771	41659474	106	23	5000	0	129	0	0	highway=residential surface=asphalt route_bicycle_ncn=yes	railway=level_crossing	42406	2674360
-73473482	41660599	106	193	5000	0	9	0	0	highway=residential surface=asphalt route_bicycle_ncn=yes		42538	2675615
-73478871	41655555	112	750	30500	62	361	0	0	reversedirection=yes highway=secondary surface=asphalt		43104	2695048
-73478007	41665236	170	1194	1000	324	544	0	0	reversedirection=yes highway=residential surface=compacted		43463	2759817
-73477752	41671688	163	742	1000	25	17	0	0	highway=track surface=earth		43569	2778867
-73477840	41673902	150	251	5000	0	95	0	0	reversedirection=yes highway=residential surface=asphalt		43731	2778960
-73507798	41675988	115	2865	5000	405	511	100	0	reversedirection=yes highway=residential surface=asphalt route_bicycle_ncn=yes	highway=traffic_signals traffic_signals:direction=both	45767	2830120
-73508008	41675868	112	22	5000	0	0	0	0	reversedirection=yes highway=residential surface=asphalt route_bicycle_ncn=yes	barrier=unknown	45781	2830120
-73508603	41675688	108	56	5000	8	16	0	0	reversedirection=yes highway=residential surface=asphalt route_bicycle_ncn=yes		45816	2830120
-73508768	41675692	107	14	5000	4	0	0	0	reversedirection=yes highway=residential lanes=1 route_bicycle_ncn=yes		45825	2830120
-73509035	41675711	106	23	5000	8	0	0	0	reversedirection=yes highway=residential route_bicycle_ncn=yes		45840	2830120
-73509430	41675737	106	34	1000	0	0	0	0	highway=residential surface=wood lanes=1 oneway=unknown route_bicycle_ncn=yes		45843	2830633
-73514095	41675698	118	432	5000	55	122	0	0	reversedirection=yes highway=residential route_bicycle_ncn=yes	barrier=unknown	46181	2843760
-73514457	41675768	118	32	5000	0	1	0	0	reversedirection=yes highway=residential route_bicycle_ncn=yes		46202	2843760
-73514290	41676798	112	116	5000	0	216	0	0	highway=residential surface=asphalt route_bicycle_ncn=yes		46273	2843760
-73495673	41703510	118	3569	1000	108	246	0	0	highway=residential surface=compacted route_bicycle_ncn=yes		46841	2945052
-73486041	41720864	119	2124	5000	0	23	0	0	highway=residential surface=asphalt route_bicycle_ncn=yes	highway=crossing crossing=unknown	48362	2966405
-73485475	41723352	131	289	5000	0	8	0	0	highway=residential surface=asphalt route_bicycle_ncn=yes	highway=crossing crossing=unknown	48589	2975270
-73485954	41724330	128	117	5000	0	1	0	0	highway=residential surface=asphalt route_bicycle_ncn=yes		48675	2976692
-73489110	41729287	129	626	5000	51	49	0	0	highway=residential surface=asphalt		49141	2990755
-73489040	41729358	126	10	5000	0	1	0	0	highway=residential		49148	2990755
-73490627	41731048	131	230	5500	0	158	0	0	highway=tertiary surface=asphalt	highway=crossing	49307	2992087
-73499058	41742473	134	1466	5500	0	10	0	0	highway=tertiary surface=asphalt		50366	3009152
-73492656	41757700	204	2136	5000	272	326	0	0	highway=residential surface=asphalt		52041	3074711
-73494938	41766327	224	1017	1000	167	9	0	0	highway=track tracktype=grade2 surface=compacted		52291	3119687
