Longitude	Latitude	Elevation	Distance	CostPerKm	ElevCost	TurnCost	NodeCost	InitialCost	WayTags	NodeTags	Time	Energy
-73185139	42015805	477	1955	1000	505	146	0	0	highway=residential surface=compacted		26508	1994898
-73166625	42004652	444	2076	5000	307	487	0	0	reversedirection=yes highway=residential surface=asphalt		28016	2032697
-73152316	42009112	447	1735	1000	121	772	0	0	highway=residential surface=compacted		28303	2084318
-73152092	42009100	448	20	1000	0	72	0	0	reversedirection=yes highway=residential surface=compacted oneway=yes		28306	2084914
-73151559	42009476	451	66	5000	0	169	0	0	highway=residential surface=asphalt		28358	2086823
-73115081	42006540	378	3191	5000	85	117	0	0	reversedirection=yes highway=residential surface=asphalt		30571	2113089
-73086353	42006166	292	3331	5000	47	314	0	0	highway=residential surface=asphalt		32811	2123349
-73090669	41992208	352	1685	1000	336	68	0	0	reversedirection=yes highway=track		33240	2200587
-73096229	41990158	365	602	5000	0	117	0	0	reversedirection=yes highway=residential		33694	2212536
-73095966	41989356	367	92	30500	0	103	0	0	reversedirection=yes highway=secondary		33768	2215995
-73048985	41966127	209	5580	5000	1135	621	0	0	reversedirection=yes highway=residential surface=asphalt		37816	2292940
-73040712	41969714	181	802	5000	16	16	0	0	highway=residential surface=asphalt		38342	2293511
-73019549	41962728	157	2427	5000	0	367	0	0	reversedirection=yes highway=residential surface=asphalt	highway=crossing crossing=unmarked	40021	2310311
-73019549	41962676	157	6	1100	0	10	0	0	highway=footway footway=crossing		40022	2310440
-73019539	41962476	156	23	1100	0	0	0	0	highway=footway footway=sidewalk		40025	2310920
-73019465	41962473	156	7	1100	0	9	0	0	reversedirection=yes highway=footway footway=crossing	highway=crossing crossing=unknown	40026	2311069
-73019395	41962469	156	6	1100	0	0	0	0	reversedirection=yes highway=footway footway=crossing		40026	2311197
-73019421	41960625	154	206	1100	0	9	0	0	reversedirection=yes highway=footway footway=sidewalk	highway=crossing	40050	2315470
-73019491	41960632	154	6	2000	0	277	0	0	highway=service		40051	2315599
-73020157	41959552	157	139	30500	0	269	0	0	reversedirection=yes highway=primary		40150	2317088
-73011125	41941311	155	2539	5000	29	336	0	0	reversedirection=yes highway=residential surface=asphalt		41977	2347988
-73009923	41939868	160	194	1000	0	9	0	0	reversedirection=yes highway=track tracktype=grade1		42009	2353806
-73009831	41939794	160	12	2000	0	0	0	0	reversedirection=yes highway=service	barrier=block	42011	2354142
-73009769	41939756	160	7	2000	0	2	0	0	reversedirection=yes highway=service	barrier=block	42012	2354336
-73009660	41939690	160	12	2000	0	0	0	0	reversedirection=yes highway=service		42014	2354653
-73008390	41939957	158	111	1000	0	32	0	0	highway=track tracktype=grade1		42027	2357058
-73003575	41934272	157	691	5000	0	134	0	0	reversedirection=yes highway=residential surface=asphalt maxspeed=40		42518	2364527
